,title,authors,comment,subjects,abstract,nb_of_aut
10,Evidence for non-thermal X-ray emission from the double WR colliding-wind binary Apep,"['S. del Palacio', 'F. García', 'M. De Becker', 'D. Altamirano', 'V. Bosch-Ramon', 'P. Benaglia', 'B. Marcote', 'G. E. Romero']","12 pages, 6 figures, accepted for publication in A&A",High Energy Astrophysical Phenomena (astro-ph.HE),"Context: Massive colliding-wind binaries (CWBs) can be non-thermal sources.The emission produced in their wind-collision region (WCR) encodes informationof both the shocks properties and the relativistic electrons accelerated inthem. The recently discovered system Apep, a unique massive system hosting twoWolf-Rayet stars, is the most powerful synchrotron radio emitter among theknown CWBs, being an exciting candidate to investigate the non-thermalprocesses associated with stellar wind shocks.Aims: We intend to break the degeneracy between the relativistic particlepopulation and the magnetic field strength in the WCR of Apep by probing itshard X-ray spectrum, where inverse-Compton (IC) emission is expected todominate.Methods: We observe Apep with NuSTAR for 60 ks and combine this with are-analysis of a deep archival XMM-Newton observation to better constrain theX-ray spectrum. We use a non-thermal emission model to derive physicalparameters from the results.Results: We detect hard X-ray emission consistent with a power-law component.This is compatible with IC emission produced in the WCR for a magnetic field of100-160 mG and a fraction of ~1.5e-4 of the total wind kinetic power beingconverted into relativistic electron acceleration.Conclusions: This is the first time that the non-thermal emission from a CWBis detected both in radio and high energies. This allows us to derive the mostrobust constraints of the particle acceleration efficiency and magnetic fieldintensity in a CWB so far, reducing the typical uncertainty of a few orders ofmagnitude to just within a factor of two. This constitutes an important stepforward in our characterisation of the physical properties of CWBs.",8
11,SN 2021zny: an early flux excess combined with late-time oxygen emission suggests a double white dwarf merger event,"['Georgios Dimitriadis', 'Kate Maguire', 'Viraj R. Karambelkar', 'Ryan J. Lebron', 'Chang Liu', 'Alexandra Kozyreva', 'Adam A. Miller', 'Ryan Ridden-Harper', 'Joseph P. Anderson', 'Ting-Wan Chen', 'Michael Coughlin', 'Massimo Della Valle', 'Andrew Drake', 'Lluís Galbany', 'Mariusz Gromadzki', 'Steven L. Groom', 'Claudia P. Gutiérrez', 'Nada Ihanec', 'Cosimo Inserra', 'Joel Johansson', 'Tomás E. Müller-Bravo', 'Matt Nicholl', 'Abigail Polin', 'Ben Rusholme', 'Steve Schulze', 'Jesper Sollerman', 'Shubham Srivastav', 'Kirsty Taggart', 'Qinan Wang', 'Yi Yang', 'David R. Young']","19 pages, 16 figures, accepted for publication in MNRAS",High Energy Astrophysical Phenomena (astro-ph.HE),"We present a photometric and spectroscopic analysis of the ultra-luminous andslowly evolving 03fg-like Type Ia SN 2021zny. Our observational campaign startsfrom $\sim5.3$ hours after explosion (making SN 2021zny one of the earliestobserved members of its class), with dense multi-wavelength coverage from avariety of ground- and space-based telescopes, and is concluded with a nebularspectrum $\sim10$ months after peak brightness. SN 2021zny displayed severalcharacteristics of its class, such as the peak brightness ($M_{B}=-19.95$ mag),the slow decline ($\Delta m_{15}(B) = 0.62$ mag), the blue early-time colours,the low ejecta velocities and the presence of significant unburned materialabove the photosphere. However, a flux excess for the first $\sim1.5$ daysafter explosion is observed in four photometric bands, making SN 2021zny thethird 03fg-like event with this distinct behavior, while its $+313$ d spectrumshows prominent [O I] lines, a very unusual characteristic of thermonuclearSNe. The early flux excess can be explained as the outcome of the interactionof the ejecta with $\sim0.04\:\mathrm{M_{\odot}}$ of H/He-poor circumstellarmaterial at a distance of $\sim10^{12}$ cm, while the low ionization state ofthe late-time spectrum reveals low abundances of stable iron-peak elements. Allour observations are in accordance with a progenitor system of twocarbon/oxygen white dwarfs that undergo a merger event, with the disruptedwhite dwarf ejecting carbon-rich circumstellar material prior to the primarywhite dwarf detonation.",31
12,Numerical study of synchrotron and inverse-Compton radiation from gamma-ray burst afterglows with decaying microturbulence,"['Yan Huang', 'Zhuo Li']","14 pages, 9 figures, 3 tables, submitted to MNRAS, comments welcome",High Energy Astrophysical Phenomena (astro-ph.HE),"The multiwavelength observations of GRB afterglows, together with somehigh-performance particle-in-cell simulations, hint that the magnetic field maydecay behind the shock front. In this work, we develop a numerical code tocalculate the evolution of the accelerated electron distribution, theirsynchrotron and inverse-Compton (IC) spectra and accordingly the light curves(LCs) under the assumption of decaying microturbulence (DM) downstream of theshock, $\epsilon_B(t_p')\propto t_p'^{\alpha_t}$ with $t_p'$ the fluid propertime since injection. We find: (1) The synchrotron spectrum in the DM model issimilar to that in the homogeneous turbulence (HT) model with very low magneticfield strength. However, the difference in the IC spectral component isrelatively more obvious between them, due to the significant change of thepostshock electron energy distribution with DM. (2) If the magnetic field decayfaster, there are less electrons cool fast, and the IC spectral componentbecomes weaker. (3) The LCs in the DM model decay steeper than in the HT model,and the spectral evolution and the LCs in the DM model is similar to the HTmodel where the magnetic field energy fraction decreases with observer time,$\epsilon_B(t) \propto t^{5\alpha_t /8}$. (4) The DM model can naturallyproduce a significant IC spectral component in TeV energy range, but due to theKlein-Nishina suppression the IC power cannot be far larger than thesynchrotron power. We apply the DM model to describe the afterglow data of GRB190114C and find the magnetic field decay exponent $\alpha_t\sim -0.4$ and theelectron spectral index $p\sim2.4$. Future TeV observations of the IC emissionfrom GRB afterglows will further help to probe the poorly known microphysics ofrelativistic shocks.",2
13,Strong Anti-correlation between Disc-corona radii and Frequencies of Low-frequency QPOs in a black hole binary XTE J1550-564 :Evidence for Lense-Thirring Precession,"['Aya Kubota', 'Chris Done', 'Kazuki Tsurumi', 'Ryuki Mizukawa']","29 pages, 15 figures, submitted to PASJ",High Energy Astrophysical Phenomena (astro-ph.HE),"Stellar-mass black hole binary systems show a strong quasi-periodicoscillation (QPO) in their Comptonised emission. The frequency of this featurecorrelates with the ratio of a disc to Comptonised emission. We build a newenergy-conserving model of the accretion flow, SSsed, which is based on theprevious agnsed with complex Comptonisation. However, it is tuned to suit forstellar black holes by including a colour temperature correction, and allowinga little more freedom in the potential to compensate for uncertainties inrelativistic correction depending on the corona shape. The model is applied tohundreds of RXTE data of a black hole binary XTE J1550-564. It constrains themodel parameters of the innermost radii of the accretion flow, Rin, the outerradius of a hot inner flow which extends from Rin-Rhot and the outer radius ofthe softer (probably nonthermal) Comptonisation region extending fromRhot-Rcor. We showed that the outer radius of the combined Comptonised emissionregions, Rcor anti-correlates well with the central frequencies oflow-frequency QPOs detected during the same observations. The relation isremarkably consistent with the quantitative predictions of Lense-Thirringprecession of the entire Comptonisation regions for the assumed systemparameters. This strongly supports the scenario that low-frequency QPOs arecaused by Lense-Thirring precession.",4
14,Revealing the Dynamic Magneto-ionic Environments of Repeating Fast Radio Burst Sources through Multi-year Polarimetric Monitoring with CHIME/FRB,"['R. Mckinven', 'B. M. Gaensler', 'D. Michilli', 'K. Masui', 'V. M. Kaspi', 'J. Su', 'M. Bhardwaj', 'T. Cassanelli', 'P. Chawla', 'Dong', 'E. Fonseca', 'C. Leung', 'E. Petroff', 'Z. Pleunis', 'M. Rafiei-Ravandi', 'I. H. Stairs', 'S. Tendulkar', 'D. Z. Li', 'C. Ng', 'C. Patel', 'A. B. Pearlman', 'M. Rahman', 'K. R. Sand', 'K. Shin']",,High Energy Astrophysical Phenomena (astro-ph.HE),"Fast radio bursts (FRBs) display a confounding variety of burst propertiesand host galaxy associations. Repeating FRBs offer insight into the FRBpopulation by enabling spectral, temporal and polarimetric properties to betracked over time. Here, we report on the polarized observations of 12repeating sources using multi-year monitoring with the Canadian HydrogenIntensity Mapping Experiment (CHIME) over 400-800 MHz. We observe significantRM variations from many sources in our sample, including RM changes of severalhundred $\rm{rad\, m^{-2}}$ over month timescales from FRBs 20181119A,20190303A and 20190417A, and more modest RM variability ($\rm{\Delta RM\lesssim}$ few tens rad m$^{-2}$) from FRBs 20181030A, 20190208A, 20190213B and20190117A over equivalent timescales. Several repeaters display a frequencydependent degree of linear polarization that is consistent with depolarizationvia scattering. Combining our measurements of RM variations with equivalentconstraints on DM variability, we estimate the average line-of-sight magneticfield strength in the local environment of each repeater. In general, repeatingFRBs display RM variations that are more prevalent/extreme than those seen fromradio pulsars in the Milky Way and the Magellanic Clouds, suggesting repeatingFRBs and pulsars occupy distinct magneto-ionic environments.",24
15,"Comparison of different Tidal Disruption Event light curve models with TiDE, a new modular open source code","['Zsófia V. Kovács-Stermeczky', 'József Vinkó']","17 pages, 12 figures, 2 tables, accepted in PASP",High Energy Astrophysical Phenomena (astro-ph.HE),"A tidal disruption event (TDE) occurs when a supermassive black hole disruptsa nearby passing star by tidal forces. The subsequent fallback accretion of thestellar debris results in a luminous transient outburst. Modeling the lightcurve of such an event may reveal important information, for example the massof the central black hole. This paper presents the TiDE software based onsemi-analytic modeling of TDEs. This object-oriented code contains differentmodels for the accretion rate and the fallback timescale $t_{\rm min}$. Wecompare the resulting accretion rates to each other and with hydrodynamicallysimulated ones and find convincing agreement for full disruptions. We present aset of parameters estimated with TiDE for the well-observed TDE candidateAT2019qiz, and compare our results with those given by the MOSFiT code. Most ofthe parameters are in reasonable agreement, except for the mass and theradiative efficiency of the black hole, both of which depend heavily on theadopted fallback accretion rate.",2
16,Observational evidence for cosmological coupling of black holes and its implications for an astrophysical source of dark energy,"['Duncan Farrah', 'Kevin S. Croker', 'Gregory Tarlé', 'Valerio Faraoni', 'Sara Petty', 'Jose Afonso', 'Nicolas Fernandez', 'Kurtis A. Nishimura', 'Chris Pearson', 'Lingyu Wang', 'Michael Zevin', 'David L Clements', 'Andreas Efstathiou', 'Evanthia Hatziminaoglou', 'Mark Lacy', 'Conor McPartland', 'Lura K Pitchford', 'Nobuyuki Sakai', 'Joel Weiner']","10 pages, 3 figures, published in ApJ Letters",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE); General Relativity and Quantum Cosmology (gr-qc),"Observations have found black holes spanning ten orders of magnitude in massacross most of cosmic history. The Kerr black hole solution is howeverprovisional as its behavior at infinity is incompatible with an expandinguniverse. Black hole models with realistic behavior at infinity predict thatthe gravitating mass of a black hole can increase with the expansion of theuniverse independently of accretion or mergers, in a manner that depends on theblack hole's interior solution. We test this prediction by considering thegrowth of supermassive black holes in elliptical galaxies over$0<z\lesssim2.5$. We find evidence for cosmologically coupled mass growth amongthese black holes, with zero cosmological coupling excluded at 99.98%confidence. The redshift dependence of the mass growth implies that, at$z\lesssim7$, black holes contribute an effectively constant cosmologicalenergy density to Friedmann's equations. The continuity equation then requiresthat black holes contribute cosmologically as vacuum energy. We further showthat black hole production from the cosmic star formation history gives thevalue of $\Omega_{\Lambda}$ measured by Planck while being consistent withconstraints from massive compact halo objects. We thus propose that stellarremnant black holes are the astrophysical origin of dark energy, explaining theonset of accelerating expansion at $z \sim 0.7$.",19
17,Surface brightness discontinuities in radio halos. Insights from the MeerKAT Galaxy Cluster Legacy Survey,"['Andrea Botteon', 'Maxim Markevitch', 'Reinout J. van Weeren', 'Gianfranco Brunetti', 'Timothy W. Shimwell']","10 pages, 5 figures, 1 table (excluding Appendixes). Abstract abridged to meet arXiv requirements. Submitted to A&A",Cosmology and Nongalactic Astrophysics (astro-ph.CO); High Energy Astrophysical Phenomena (astro-ph.HE),"Dynamical motions in the ICM can imprint distinctive features on the X-rayimages that map the thermal emission from clusters, such as sharp surfacebrightness discontinuities due to shocks and cold fronts. The gas dynamicsduring cluster mergers may also drive large-scale turbulence in the ICM whichin turn generates extended synchrontron sources known as radio halos. Thepresence of surface brightness edges in the thermal gas of clusters has beenestablished by a number of X-ray observations. In contrast, edges in radiohalos have been observed only in a handful of cases. Our goal is to search fornew radio surface brightness discontinuities in the ICM. We inspected theimages of the Bullet Cluster and the other 25 radio halos reported in theMeerKAT Galaxy Cluster Legacy Survey. To aid the identification of surfacebrightness discontinuities, we applied a gradient filtering edge detectionmethod to the radio images. We found that the adopted filtering technique ishelpful to identify surface brightness edges in radio images, allowing us toidentify at least one gradient in half of the radio halos studied. For theBullet Cluster, we found excellent agreement between the locations of the 4radio discontinuities detected and X-ray edges. This similarity informs us thatthere is substantial interplay between thermal and non-thermal components ingalaxy clusters. This interplay is likely due to the forzen-in ICM magneticfield which mediates the advection of cosmic rays while being dragged bythermal gas flows. We conclude that radio halos are shaped by dynamical motionsin the ICM and that they often display surface brightness discontinuitiesapparently co-located with edges in the thermal gas emission. Our resultsdemonstrate that new and future generations of radio telescopes will provide acomplementary approach to X-rays to efficiently detect shocks and cold frontsin the ICM.",5
18,The role of baryons in self-interacting dark matter mergers,"['Moritz S. Fischer', 'Nils-Henrik Durke', 'Katharina Hollingshausen', 'Claudius Hammer', 'Marcus Brüggen', 'Klaus Dolag']","14 pages, 10 figures + appendices, submitted to MNRAS",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"Mergers of galaxy clusters are promising probes of dark matter (DM) physics.For example, an offset between the DM component and the galaxy distribution canconstrain DM self-interactions. We investigate the role of the intraclustermedium (ICM) and its influence on DM-galaxy offsets in self-interacting darkmatter (SIDM) models. To this end, we employ Smoothed Particle Hydrodynamics +N-body simulations to study idealised setups of equal- and unequal-mass mergerswith head-on collisions. Our simulations show that the ICM hardly affects theoffsets arising shortly after the first pericentre passage compared to DM-only(DMO) simulations. But later on, e.g. at the first apocentre, the offsets canbe amplified by the presence of the ICM. Furthermore, we find thatcross-sections small enough not to be excluded by measurements of the coresizes of relaxed galaxy clusters have a chance to produce observable offsets.We found that different DM models affect the DM distribution and also thegalaxy and and ICM distribution, including its temperature. Potentially, theposition of the shock fronts, combined with the brightest cluster galaxies(BCGs), provides further clues to the properties of DM. Overall our resultsdemonstrate that mergers of galaxy clusters at stages about the first apocentrepassage could be more interesting in terms of DM physics than those shortlyafter the first pericentre passage. This may motivate further studies ofmergers at later evolutionary stages.",6
19,Gravitational Wave Backgrounds from Colliding ECOs,"['Hannah Banks', 'Dorota M. Grabowska', 'Matthew McCullough']","32 pages, 5 figures",General Relativity and Quantum Cosmology (gr-qc); High Energy Astrophysical Phenomena (astro-ph.HE); High Energy Physics - Experiment (hep-ex); High Energy Physics - Phenomenology (hep-ph),"Long baseline atom interferometers offer an exciting opportunity to exploremid-frequency gravitational waves. In this work we survey the landscape ofpossible contributions to the total 'gravitational wave background' in thisfrequency band and advocate for targeting this observable. Such an approach iscomplimentary to searches for resolved mergers from individual sources and mayhave much to reveal about the Universe. We find that the inspiral phases ofstellar-mass compact binaries cumulatively produce a signal well within reachof the proposed AION-km and AEDGE experiments. Hypothetical populations of darksector exotic compact objects, harbouring just a tiny fraction of the darkenergy density, could also generate signatures unique to mid- and low-frequencygravitational wave detectors, providing a novel means to probe complexity inthe dark sector.",3
20,Can LIGO Detect Asymmetric Dark Matter?,"['Sulagna Bhattacharya', 'Basudeb Dasgupta', 'Ranjan Laha', 'Anupam Ray']","14 pages, 6 figures. Comments welcome",High Energy Physics - Phenomenology (hep-ph); Cosmology and Nongalactic Astrophysics (astro-ph.CO); High Energy Astrophysical Phenomena (astro-ph.HE),"Dark matter from the galactic halo can accumulate in neutron stars andtransmute them into sub-2.5 $M_\odot$ black holes if the dark matter particlesare heavy, stable, and have interactions with nucleons. We show thatnon-detection of gravitational waves from mergers of such low-mass black holescan constrain the interactions of asymmetric dark matter particles withnucleons. We find benchmark constraints with LIGO O3 data, viz., $\sigma_{\chin} \geq {\cal O}(10^{-47})$ cm$^2$ for bosonic DM with $m_\chi\sim$ PeV (or$m_\chi\sim$ GeV, if they can Bose-condense) and $\geq {\cal O}(10^{-46})$cm$^2$ for fermionic DM with $m_\chi \sim 10^3$ PeV. These bounds depend on thepriors on DM parameters and on the currently uncertain binary neutron starmerger rate density. However, if null-detection continues with increasedexposure over the next decade, LIGO will set remarkable constraints. We findthe forecasted sensitivity to heavy asymmetric dark matter to be world-leading,viz., dipping many orders of magnitude below the neutrino floor and completelytesting the dark matter solution to missing pulsars in the Galactic center, anddemonstrate a windfall science-case for gravitational wave detectors.",4
21,Possible Existence of Extremely Neutron-Rich Superheavy Nuclei in Neutron Star Crusts Under a Superstrong Magnetic Field,"['Kazuyuki Sekizawa', 'Kentaro Kaba']","7 pages, 4 figures (main texts) + 15 pages, 3 figures, 21 tables (supplement) - Submitted to Physical Review Letters",Nuclear Theory (nucl-th); High Energy Astrophysical Phenomena (astro-ph.HE); Nuclear Experiment (nucl-ex),"We investigate outer crust compositions for a wide range of magnetic fieldstrengths, up to $B\simeq 4\times10^{18}$ G, employing the latest experimentalnuclear masses supplemented with various mass models. The essential effects ofthe magnetic field are twoholds: 1) Enhancement of electron fraction, which isconnected to that of protons via the charge neutrality condition, due to theLandau-Rabi quantization of electron motion perpendicular to the field, namely,neutron-richness is suppressed for a given pressure. As a result, 2) nuclei canexist at higher pressures without dripping out neutrons. By exploring optimalouter-crust compositions from all possible nuclei predicted by theoreticalmodels, we find that neutron-rich heavy nuclei with neutron magic numbers 50,82, 126, as well as 184, with various proton numbers emerge for $B\gtrsim10^{17}$ G. Moreover, we show that superheavy nuclei with proton numbers$Z\ge104$, including unknown elements such as $Z=119, 120, 122$, and/or $124$,depending on mass models, may emerge as an equilibrium composition at bottomlayers of the outer crust for $B\gtrsim 10^{18}$ G, which are extremelyneutron-rich ($N\approx 260$-$287$, i.e., $N/Z\approx 2.2$-$2.4$). We point outthat those extremely neutron-rich superheavy nuclei locate around the nextneutron magic number $N=258$ after $N=184$, underlining importance of nuclearstructure calculations under such really exotic, extreme conditions. Wedemonstrate how the superstrong magnetic field substantially alters crustalproperties of neutron stars, which may have detectable consequences.",2
22,Magnetohydrodynamics with Physics Informed Neural Operators,"['Shawn G. Rosofsky', 'E. A. Huerta']","13 pages, 9 figures, 1 table. First application of physics informed neural operators to solve magnetohydrodynamics equations",Computational Physics (physics.comp-ph); High Energy Astrophysical Phenomena (astro-ph.HE); Machine Learning (cs.LG),"We present the first application of physics informed neural operators, whichuse tensor Fourier neural operators as their backbone, to model 2Dincompressible magnetohydrodynamics simulations. Our results indicate thatphysics informed AI can accurately model the physics of magnetohydrodynamicssimulations that describe laminar flows with Reynolds numbers $Re\leq250$. Wealso quantify the applicability of our AI surrogates for turbulent flows, andexplore how magnetohydrodynamics simulations and AI surrogates store magneticand kinetic energy across wavenumbers. Based on these studies, we propose avariety of approaches to create AI surrogates that provide a computationallyefficient and high fidelity description of magnetohydrodynamics simulations fora broad range of Reynolds numbers. Neural operators and scientific software toproduce simulation data to train, validate and test our physics informed neuraloperators are released with this manuscript.",2
23,Properties of Infinite Nuclear Medium from QCD Sum Rules and the Neutron Star-Black Hole Mass Gap,"['Bijit Singha', 'Debasish Das', 'Leonard S. Kisslinger']",3 Figures,High Energy Physics - Phenomenology (hep-ph); High Energy Astrophysical Phenomena (astro-ph.HE); Nuclear Experiment (nucl-ex); Nuclear Theory (nucl-th),"A non-perturbative framework is provided to connect QCD with nuclearphenomenology in the intermediate and high density regime. Using QCD Sum Rules,in-medium scalar and vector self-energies of nucleons are calculated asfunctions of the density of an infinite nuclear medium. The self-energies areused in the relativistic mean field theory lagrangian of a high-density nuclearmedium to find the binding energy of in-medium nucleons and the value of lightquark condensate, $\langle \bar{q} q \rangle_{\rm{vac}} = -~(0.288~\rm{GeV})^3$, in the Borel-improved resummation scheme. The critical mass ofan ideal neutron star is obtained by coupling a uniform saturation energydensity of cold, dense nuclear matter to Einstein equation in hydrostaticequilibrium. Since it is less likely for a neutron star core to avoiddeconfinement and enter the rigid vector repulsion phase where the speed ofsound can smoothly approach from conformal to causal limit, a gap should existin the stellar mass spectrum, $[3.48M_\odot, 5.47M_\odot]$, where it would berare to find any isolated, cold, non-rotating neutron star or a black hole.",3
24,The X-ray invisible Universe. A look into the halos undetected by eROSITA,"['P. Popesso', 'A. Biviano', 'E. Bulbul', 'A. Merloni', 'J. Comparat', 'N. Clerc', 'Z. Igo', 'A. Liu', 'S. Driver', 'M. Salvato', 'M. Brusa', 'Y. E. Bahar', 'N. Malavasi', 'V. Ghirardini', 'G. Ponti', 'A. Robotham', 'J. Liske', 'S. Grandis']","15 pages, 13 figures, Submitted to MNRAS",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"The paper presents the analysis of GAMA spectroscopic groups and clustersdetected and undetected in the SRG/eROSITA X-ray map of the eFEDS (eROSITAFinal Equatorial Depth Survey) area, in the halo mass range $10^{13}-5x10^{14}$$M_{\odot}$ and at $z < 0.2$. We compare the X-ray surface brightness profilesof the eROSITA detected groups with the mean stacked profile of the undetectedlow-mass halos. Overall, we find that the undetected groups exhibit lessconcentrated X-ray surface brightness, dark matter, and galaxy distributionswith respect to the X-ray detected halos. Consistently with the low massconcentration, the magnitude gap indicates that these are younger systems. Thelater assembly time is confirmed by the bluer average color of the BCG and ofthe galaxy population with respect to the detected systems. They reside with ahigher probability in filaments while X-ray detected low-mass halos favor thenodes of the Cosmic Web. Because of the suppressed X-ray central emission, theundetected systems tend to be X-ray under-luminous at fixed halo mass, and tolie below the $L_X-M_{halo}$ relation. Interestingly, the X-ray detectedsystems inhabiting the nodes scatter the less around the relation, while thosein filaments tend to lie below it. We do not observe any strong relationbetween the properties of detected and undetected systems with the AGNactivity. The fraction of optically selected AGN in the galaxy population isconsistent in the two samples. More interestingly, the probability that the BCGhosts a radio AGN is lower in the undetected groups. We, thus, argue that theobserved differences between X-ray detected and undetected groups areascribable to the Cosmic Web, and its role in the halo assembly bias. Ourresults suggest that the X-ray selection is biased to favor the mostconcentrated and old systems located in the nodes of the Cosmic Web.",18
25,Confronting the nucleonic hypothesis with current neutron star observations from GW170817 and PSR J0740+6620,"['Hoa Dinh Thi', 'Chiranjib Mondal', 'Francesca Gulminelli']","Contribution to the ""Journees de Rencontre des Jeunes Chercheurs (JRJC) 2021"" proceedings",Nuclear Theory (nucl-th); High Energy Astrophysical Phenomena (astro-ph.HE),"The nuclear matter equation of state is relatively well constrained atsub-saturation densities thanks to the knowledge from nuclear physics. However,studying its behavior at supra-saturation densities is a challenging task.Fortunately, the extraordinary progress recently made in observations ofneutron stars and neutron star mergers has provided us with uniqueopportunities to unfold the properties of dense matter. Under the assumptionthat nucleons are the only constituents of neutron star cores, we perform aBayesian inference using the so-called meta-modeling technique with anuclear-physics-informed prior. The latest information from the GW170817 eventby the LIGO-Virgo Collaboration (LVC) and from the radius measurement of theheaviest known neutron star PSR J0740+6620 by the Neutron Star InteriorComposition Explorer (NICER) telescope and X-ray Multi-Mirror (XMM-Newton) aretaken into account as likelihoods in the analysis. The impacts of differentconstraints on the equation of state as well as on the predictions of neutronstar properties are discussed. The obtained posterior reveals that all thecurrent observations are fully compatible with the nucleonic hypothesis. Strongdisagreements between our results with future data can be identified as asignal for the existence of exotic degrees of freedom.",3
26,Constraining the Milky Way's Pulsar Population with the Cosmic-Ray Positron Fraction,"['Olivia Meredith Bitter', 'Dan Hooper']","15 pages, 6 figures",High Energy Astrophysical Phenomena (astro-ph.HE); Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Physics - Phenomenology (hep-ph),"Observations of the TeV halos associated with nearby pulsars indicate thatthese objects inject significant fluxes of very high-energy electron-positronspairs into the interstellar medium (ISM), thereby likely providing the dominantcontribution to the cosmic-ray positron flux. In this paper, we use thecosmic-ray positron fraction as measured by the AMS-02 Collaboration toconstrain the characteristics of the local pulsar population. For reasonablemodel parameters, we find that we can obtain good agreement with the measuredpositron fraction up to energies of $E_e \sim 300 \, {\rm GeV}$. At higherenergies, the positron fraction is dominated by a small number of pulsars,making it difficult to reliably predict the shape of the expected positronfraction. The low-energy positron spectrum supports the conclusion that pulsarstypically transfer approximately $\eta \sim 5-20\%$ of their total spindownpower into the production of very high-energy electron-positron pairs,producing a spectrum of such particles with a hard spectral index, $\alpha \sim1.5-1.7$. Such pulsars typically spindown on a timescale on the order of $\tau\sim 10^4 \, {\rm years}$. Our best fits were obtained for models in which theradio and gamma-ray beams from pulsars are detectable to 28% and 62% ofsurrounding observers, respectively.",2
27,Stochastic processes for pulsar timing noise: fluctuations in the internal and external torques,"['Marco Antonelli', 'Avishek Basu', 'Brynmor Haskell']","17 pages, 6 figures",High Energy Astrophysical Phenomena (astro-ph.HE),"Young pulsars deviate from a perfectly regular spin-down by twonon-deterministic phenomena: impulsive glitches and timing noise. Bothphenomena are interesting per se, and may provide insights into the superfluidproperties of neutron stars, but they also act as a barrier to high-precisionpulsar timing and gravitational wave experiments. We study a minimal stochasticmodel to describe the spin-down of a multicomponent neutron star, withfluctuations in both the internal and external torques. The power spectraldensity and timing noise strength of this kind of model can be obtainedanalytically, and compared with known results from pulsar timing observationalcampaigns. In particular, the presence of flat regions of the power spectraldensity can be interpreted as a signature of the presence of internalsuperfluid components. We also derive the expected scaling of the timing noisestrength with the pulsar's rotational parameters (or characteristic age).Therefore, the present framework offers a theoretical guideline to interpretthe observed features of timing noise in both single pulsars and across pulsarpopulation.",3
28,Role of magnetic fields in the formation of direct collapse black holes,"['Muhammad A. Latif', 'Dominik R. G. Schleicher', 'Sadegh Khochfar']","To be published ApJ, comments are still welcome",High Energy Astrophysical Phenomena (astro-ph.HE); Cosmology and Nongalactic Astrophysics (astro-ph.CO),"Direct collapse black holes (DCBHs) are the leading candidates for the originof the first supermassive black holes. However, the role of magnetic fieldsduring their formation is still unclear as none of the previous studies hasbeen evolved long enough to assess their impact during the accretion phase.Here, we report the results from a suite of 3D cosmologicalmagneto-hydrodynamic (MHD) simulations which are evolved for 1.6 Myrscomparable to the expected lifetime of supermassive stars (SMSs). Our findingssuggest that magnetic fields are rapidly amplified by strong accretion shocksirrespective of the initial magnetic field strength and reach the saturationstate. They stabilize the accretion disks and significantly reducefragmentation by enhancing the Jeans mass in comparison with purehydrodynamical runs. Although the initial clump masses are larger in MHD runs,the rapid coalescence of clumps in non-MHD cases due to the higher degree offragmentation results in similar masses. Overall, the central clumps havemasses of $\rm 10^5~M_{\odot}$ and the mean mass accretion rates of $\rm \sim0.1 ~M_{\odot}/yr$ are similar in both MHD and non-MHD cases. The multiplicityof SMSs is significantly reduced in MHD simulations. Such strongly amplifiedmagnetic fields are expected to launch Jets and outflows which may be detectedwith upcoming radio telescopes.",3
