,title,authors,comment,subjects,abstract,nb_of_aut
10,Weak lensing peak statistics -- steepness versus height,"['Ziwei Li', 'Xiangkun Liu', 'Zuhui Fan']","20 pages, 15 figures. Accepted for publication in MNRAS",Cosmology and Nongalactic Astrophysics (astro-ph.CO),"In weak-lensing cosmological studies, peak statistics is sensitive tononlinear structures and thus complementary to cosmic shear two-pointcorrelations. In this paper, we explore a new approach, namely, the peaksteepness statistics, with the overall goal to understand the cosmologicalinformation embedded there in comparison with the commonly used peak heightstatistics. We perform the analyses with ray-tracing simulations consideringdifferent sets of cosmological parameters $\Omega_{\rm m}$ and $\sigma_8$. Atheoretical model to calculate the abundance of high peaks based on steepnessis also presented, which can well describe the main trend of the peakdistribution from simulations. We employ $\Delta\chi^2$ and Fisher analyses tostudy the cosmological dependence of the two peak statistics using our limitedsets of simulations as well as our theoretical model. Within our considerationswithout including potential systematic effects, the results show that thesteepness statistics tends to have higher sensitivities to the cosmologicalparameters than the peak height statistics and this advantage is diluted withthe increase of the shape noise. Using the theoretical model, we investigatethe physical reasons accounting for the different cosmological informationembedded in the two statistics. Our analyses indicate that the projectioneffect from large-scale structures plays an important role to enhance the gainfrom the steepness statistics. The redshift and cosmology dependence of darkmatter halo density profiles also contributes to the differences between thetwo statistics.",3
11,The X-ray invisible Universe. A look into the halos undetected by eROSITA,"['P. Popesso', 'A. Biviano', 'E. Bulbul', 'A. Merloni', 'J. Comparat', 'N. Clerc', 'Z. Igo', 'A. Liu', 'S. Driver', 'M. Salvato', 'M. Brusa', 'Y. E. Bahar', 'N. Malavasi', 'V. Ghirardini', 'G. Ponti', 'A. Robotham', 'J. Liske', 'S. Grandis']","15 pages, 13 figures, Submitted to MNRAS",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"The paper presents the analysis of GAMA spectroscopic groups and clustersdetected and undetected in the SRG/eROSITA X-ray map of the eFEDS (eROSITAFinal Equatorial Depth Survey) area, in the halo mass range $10^{13}-5x10^{14}$$M_{\odot}$ and at $z < 0.2$. We compare the X-ray surface brightness profilesof the eROSITA detected groups with the mean stacked profile of the undetectedlow-mass halos. Overall, we find that the undetected groups exhibit lessconcentrated X-ray surface brightness, dark matter, and galaxy distributionswith respect to the X-ray detected halos. Consistently with the low massconcentration, the magnitude gap indicates that these are younger systems. Thelater assembly time is confirmed by the bluer average color of the BCG and ofthe galaxy population with respect to the detected systems. They reside with ahigher probability in filaments while X-ray detected low-mass halos favor thenodes of the Cosmic Web. Because of the suppressed X-ray central emission, theundetected systems tend to be X-ray under-luminous at fixed halo mass, and tolie below the $L_X-M_{halo}$ relation. Interestingly, the X-ray detectedsystems inhabiting the nodes scatter the less around the relation, while thosein filaments tend to lie below it. We do not observe any strong relationbetween the properties of detected and undetected systems with the AGNactivity. The fraction of optically selected AGN in the galaxy population isconsistent in the two samples. More interestingly, the probability that the BCGhosts a radio AGN is lower in the undetected groups. We, thus, argue that theobserved differences between X-ray detected and undetected groups areascribable to the Cosmic Web, and its role in the halo assembly bias. Ourresults suggest that the X-ray selection is biased to favor the mostconcentrated and old systems located in the nodes of the Cosmic Web.",18
12,Non-Gaussianity from the Cross-correlation of the Astrophysical Gravitational Wave Background and the Cosmic Microwave Background,"['Gabriele Perna', 'Angelo Ricciardone', 'Daniele Bertacca', 'Sabino Matarrese']","13 pages, 5 figures",Cosmology and Nongalactic Astrophysics (astro-ph.CO),"Since the first LIGO/Virgo detection, Gravitational Waves (GWs) have beenvery promising as a new complementary probe to understand our Universe. One ofthe next challenges of GW search is the detection and characterization of thestochastic gravitational wave background (SGWB), that is expected to open awindow on the very early Universe (cosmological background) and to provide usnew information on astrophysical source populations (astrophysical background).One way to characterize the SGWB and to extract information about its origin isthrough the cross-correlation with other cosmological probes. To this aim, inthis paper, we explore the cross-correlation between the astrophysicalbackground anisotropies and the Cosmic Microwave Background (CMB) ones. Such asignal is sensitive to primordial non-Gaussianity (nG) through the GW bias.Thus, we study the capability of next generation space-based interferometers todetect such a cross-correlation signal and to constrain primordial nG.",4
13,An Effective Model for the Cosmic-Dawn 21-cm Signal,['Julian B. Muñoz'],"20+2 pages, 21+3 figures. Comments welcome. Code available at this https URL",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Physics - Phenomenology (hep-ph),"The 21-cm signal holds the key to understanding the first structure formationduring cosmic dawn. Theoretical progress over the last decade has focused onsimulations of this signal, given the nonlinear and nonlocal relation betweeninitial conditions and observables (21-cm or reionization maps). Here, instead,we propose an effective and fully analytic model for the 21-cm signal duringcosmic dawn. We take advantage of the exponential-like behavior of the localstar-formation rate density (SFRD) against densities at early times toanalytically find its correlation functions including nonlinearities. The SFRDacts as the building block to obtain the statistics of radiative fields (X-rayand Lyman-$\alpha$ fluxes), and therefore the 21-cm signal. We implement thismodel as the public Python package Zeus21. This code can fully predict the21-cm global signal and power spectrum in $\sim 1$ s, with negligible memoryrequirements. When comparing against state-of-the-art semi-numericalsimulations from 21CMFAST we find agreement to 10\% precision in both the 21-cmglobal signal and power spectra, after accounting for a (previously missed)underestimation of adiabatic fluctuations in 21CMFAST. Zeus21 is modular,allowing the user to vary the astrophysical model for the first galaxies, andinterfaces with the cosmological code CLASS, which enables searches for beyondstandard-model cosmology in 21-cm data. This represents a step towards bringing21-cm to the era of precision cosmology.",1
14,Can LIGO Detect Asymmetric Dark Matter?,"['Sulagna Bhattacharya', 'Basudeb Dasgupta', 'Ranjan Laha', 'Anupam Ray']","14 pages, 6 figures. Comments welcome",High Energy Physics - Phenomenology (hep-ph); Cosmology and Nongalactic Astrophysics (astro-ph.CO); High Energy Astrophysical Phenomena (astro-ph.HE),"Dark matter from the galactic halo can accumulate in neutron stars andtransmute them into sub-2.5 $M_\odot$ black holes if the dark matter particlesare heavy, stable, and have interactions with nucleons. We show thatnon-detection of gravitational waves from mergers of such low-mass black holescan constrain the interactions of asymmetric dark matter particles withnucleons. We find benchmark constraints with LIGO O3 data, viz., $\sigma_{\chin} \geq {\cal O}(10^{-47})$ cm$^2$ for bosonic DM with $m_\chi\sim$ PeV (or$m_\chi\sim$ GeV, if they can Bose-condense) and $\geq {\cal O}(10^{-46})$cm$^2$ for fermionic DM with $m_\chi \sim 10^3$ PeV. These bounds depend on thepriors on DM parameters and on the currently uncertain binary neutron starmerger rate density. However, if null-detection continues with increasedexposure over the next decade, LIGO will set remarkable constraints. We findthe forecasted sensitivity to heavy asymmetric dark matter to be world-leading,viz., dipping many orders of magnitude below the neutrino floor and completelytesting the dark matter solution to missing pulsars in the Galactic center, anddemonstrate a windfall science-case for gravitational wave detectors.",4
15,Analyzing the cosmic architecture in the vicinity of Grand-design and Flocculent spiral galaxies with Local Geometric Index,"['Suman Sarkar', 'Ganesh Narayanan', 'Arunima Banerjee']","19 pages, 7 figures and 3 tables",Astrophysics of Galaxies (astro-ph.GA); Cosmology and Nongalactic Astrophysics (astro-ph.CO); Instrumentation and Methods for Astrophysics (astro-ph.IM),"We explore the environment of 351 Grand-design and 541 Flocculent spiralgalaxies recently identified employing machine learning techniques from the$17^{th}$ data release of Sloan Digital Sky Survey. We introduce a novelestimator called the Local Geometric Index to quantify the morphology of thelocal environment of these 892 galaxies. Based on the Local Geometric Index ofthe galaxies, we identify their local environments to be void, sheet, filamentor cluster. We find that the Grand-designs are mostly located in denseenvironments like clusters and filaments, whereas the Flocculents lie in sparseenvironments in voids and sheets. A $p$-value $<$ $10 ^{-10}$ from aKolmogorov-Smirnov test indicates that our results are statisticallysignificant at $99.9\%$ confidence level. Further, we note that denseenvironments with large tidal flows are dominated by the Grand-designs.Metal-poor environments, such as sheets and voids, with a high abundance of gasclouds, on the other hand, are mostly populated by the Flocculents.",3
16,NOEMA spatially resolved view of the multi-phase outflow in IRAS17020+4544: a shocked wind in action?,"['Anna Lia Longinotti', 'Quentin Salomé', 'Chiara Feruglio', 'Yair Krongold', 'Santiago García-Burillo', 'Marcello Giroletti', 'Francesca Panessa', 'Carlo Stanghellini', 'Olga Vega', 'Victor Manuel Patiño-Álvarez', 'Vahram Chavushyan', 'Mauricio Elías-Chavez', 'Aitor Robleto-Orús']","Accepted for publication on MNRAS, 17 pages, 7 figures",Astrophysics of Galaxies (astro-ph.GA); Cosmology and Nongalactic Astrophysics (astro-ph.CO),"The Narrow Line Seyfert 1 Galaxy IRAS17020+4544 is one of the few AGN where agalaxy-scale energy-conserving outflow was revealed. This paper reports onNOEMA observations addressed to constrain the spatial scale of the CO emissionin outflow. The molecular outflowing gas is resolved in five components tracingapproaching and receding gas, all located at a distance of 2-3~kpc on the Westand East side of the active nucleus. This high velocity gas (up to v_out=~1900km/s) is not coincident with the rotation pattern of the CO gas in the hostgalaxy disk. The estimated mass outflow rate shows that with a global massoutput of $\dot{M}_{H_2}$=~139$\pm$20$~M_\odot$~yr$^{-1}$, this powerfulgalaxy-scale outflow is consistent with the wind conserving its energy, andwith a momentum rate boost of a factor of ~30 compared to the momentum rate ofthe nuclear X-ray wind. Preliminary results from ancillary X-ray (Chandra) andradio images (e-MERLIN) are reported. While the nature of the radio source isnot conclusive, the Chandra image may tentatively trace extended emission, asexpected by an expanding bubble of hot X-ray gas. The outcome of the NOEMAanalysis and of past and ongoing publications dedicated to the description ofthe outflow multi-band phenomenology in IRAS17020+4544 concur to providecompelling reasons to postulate that an outflow shocking with the galaxyinterstellar medium is driving the multi-phase wind in this peculiar AGN.",13
17,Exploring binary black hole mergers and host galaxies with {\sc Shark} and COMPAS,"['Liana Rauf', 'Cullan Howlett', 'Tamara M. Davis', 'Claudia D. P. Lagos']","19 pages, 16 figures - Will be submitted to MNRAS",Astrophysics of Galaxies (astro-ph.GA); Cosmology and Nongalactic Astrophysics (astro-ph.CO),"In this work, we explore the connection between the gravitational wave (GW)merger rates of stellar-mass binary black holes (BBH) and galaxy properties. Wedo this by generating populations of stars using the binary synthesis codeCOMPAS and evolving them in galaxies from the semi-analytic galaxy formationmodel {\sc Shark}, to determine the number of mergers occurring in eachsimulation time-step. We find that large, metal-rich galaxies with high starformation rates are more likely to have gravitational wave (GW) events comparedto younger, more metal poor galaxies. Our simulation with the default inputparameters predicts a higher local merger rate density compared to the thirdgravitational wave transient catalogue (GWTC-3) prediction from LIGO, VIRGO andKAGRA. This is due to short coalescence times, low metallicities and an highformation rate of stars at low redshift in the galaxy simulation, whichproduces more BBHs that merge within the age of the Universe compared toobservations. We identify alternate remnant mass models that more accuratelyreproduce the observed volumetric rate and provide updated fits to the mergerrate distribution as a function of redshift. We then investigate the relativefraction of GW events in our simulation volume that are in observable hostgalaxies from different upcoming photometric and spectroscopic surveys,determining which of those are more ideal for tracing host galaxies with highmerger rates. The implications of this work can be utilised for numerousapplications, including for constraining stellar evolution models, betterinforming follow-up programs, and placing more informative priors on potentialhost galaxies when measuring cosmological parameters such as the Hubbleconstant.",4
18,Graviton-photon oscillation in a cosmic background for a general theory of gravity,"['José A. R. Cembranos', 'Miguel González Ortiz', 'Prado Martín-Moruno']","12 pages, 4 figures",General Relativity and Quantum Cosmology (gr-qc); Cosmology and Nongalactic Astrophysics (astro-ph.CO); High Energy Physics - Theory (hep-th),"Graviton-photon oscillation is the conversion of gravitational waves toelectromagnetic waves and vice versa in the presence of a backgroundelectromagnetic field. We investigate this phenomenon in a cosmologicalscenario considering a background cosmic magnetic field and assuming differentgravitational frameworks. We obtain the damping term that characterizes theattenuation of the conversion probability in cosmological backgrounds. This isa general feature that is present even for standard General Relativity.Furthermore, we show that the effects of decoherence, which are due to theinteraction with the cosmological expansion and with the additional degrees offreedom of alternative theories of gravity, can be relevant to the phenomenonof graviton-photon mixing.",3
19,Saturon Dark Matter,['Gia Dvali'],"18 pages, Latex",High Energy Physics - Phenomenology (hep-ph); Cosmology and Nongalactic Astrophysics (astro-ph.CO); General Relativity and Quantum Cosmology (gr-qc); High Energy Physics - Theory (hep-th),"Saturons are macroscopic objects with maximal microstate entropy. Due to thisproperty, they can be produced via quantum transitions from a homogeneousthermal bath, bypassing the standard exponential suppression characteristic ofordinary extended objects. In this sense, saturons carry an advantage withrespect to other macroscopic objects such as black holes and ordinary solitons.Due to unsuppressed thermal production, saturons can have interestingcosmological implications. In particular they can serve as viable dark mattercandidates with some unique features. Unlike ordinary particle dark matter, thesuperheavy saturons can freeze-in at very low temperatures. A nucleation of asaturon can be described in terms of a saturated instanton. This hasimplications for various phase transitions.",1
20,Modeling Cosmological Perturbations of Thermal Inflation,"['Jeong-Myeong Bae', 'Sungwook E. Hong', 'Heeseung Zoe']","18 pages, 5 figures, corrected references and citations",Cosmology and Nongalactic Astrophysics (astro-ph.CO),"We consider a simple system consisting of matter, radiation and vacuumcomponents to model the impact of thermal inflation on the evolution ofprimordial perturbations. The vacuum energy magnifies the modes entering thehorizon before its domination, making them potentially observable, and theresulting transfer function reflects the phase changes and energy contents. Todetermine the transfer function, we follow the curvature perturbation from welloutside the horizon during radiation domination to well outside the horizonduring vacuum domination and evaluate it on a constant radiation densityhypersurface, as is appropriate for the case of thermal inflation. The shape ofthe transfer function is determined by the ratio of vacuum energy to radiationat matter-radiation equality, which we denote by $\upsilon$, and has twocharacteristic scales, $k_{\rm a}$ and $k_{\rm b}$, corresponding to thehorizon sizes at matter radiation equality and the beginning of the inflation,respectively. If $\upsilon \ll 1$, the universe experiences radiation, matterand vacuum domination eras and the transfer function is flat for $k \ll k_{\rmb}$, oscillates with amplitude $1/5$ for $ k_{\rm b} \ll k \ll k_{\rm a}$ andoscillates with amplitude $1$ for $k \gg k_{\rm a}$. For $\upsilon \gg 1$, thematter domination era disappears, and the transfer function reduces to beingflat for $k \ll k_{\rm b}$ and oscillating with amplitude $1$ for $k \gg k_{\rmb}$.",3
21,Measuring the distortion of time with relativistic effects in large-scale structure,"['Daniel Sobral-Blanco', 'Camille Bonvin']","6 pages, 1 figure, 2 tables. V2 matches the published version",Cosmology and Nongalactic Astrophysics (astro-ph.CO); General Relativity and Quantum Cosmology (gr-qc),"To test the theory of gravity one needs to test, on one hand, how space andtime are distorted by matter and, on the other hand, how matter moves in adistorted space-time. Current observations provide tight constraints on themotion of matter, through the so-called redshift-space distortions, but theyonly provide a measurement of the sum of the spatial and temporal distortions,via gravitational lensing. In this Letter, we develop a method to measure thetime distortion on its own. We show that the coming generation of galaxysurveys, like the Square Kilometer Array, will allow us to measure thedistortion of time with an accuracy of 10-30%. Such a measurement will beessential to test deviations from the $\Lambda$CDM model in a fullymodel-independent way. In particular, it can be used to compare the spatial andtemporal distortions of space-time and to unambiguously distinguish betweenmodifications of gravity and dark fifth forces acting on dark matter.",2
22,A New Observational $H(z)$ Data from Full-Spectrum Fitting of Cosmic Chronometers in the LEGA-C Survey,"['Kang Jiao', 'Nicola Borghi', 'Michele Moresco', 'Tong-Jie Zhang']","21 pages, 1 table, 9 figures, accepted for publication in ApJS. A new OHD supplement to 32 released data (including 4 OHD by Zhang et al. 2014. RAA, 14, 1221) is available for cosmological model independent studies",Cosmology and Nongalactic Astrophysics (astro-ph.CO),"In this work, we perform a full-spectrum fitting of 350 massive and passivegalaxies selected as cosmic chronometers from the LEGA-C ESO public survey toderive their stellar ages, metallicities, and star-formation histories. Weextensively test our results by assessing their dependence on the possiblecontribution of dust, calibration of noise and signal, and the use ofphotometric data in addition to spectral information; we as well identifyindicators of the correct convergence of the results, including the shape ofthe posterior distributions, the analysis of specific spectral features, andthe correct reproduction of the observed spectrum. We derive a clearage-redshift trend compatible with the aging in a standard cosmological model,showing a clear downsizing pattern, with more massive galaxies being formed athigher redshift ($z_f\sim2.5$) with respect to lower massive ones ($z_f\sim2$).From these data, we measure the differential aging of this population of cosmicchronometers to derive a new measurement of the Hubble parameter, obtaining$H(z=0.8) = 113.1 \pm 15.2 (\mathrm{stat.}) ^{+24.2}_{-4.0} (\mathrm{syst.})\\mathrm{ km\ s^{-1}\ Mpc^{-1}}$. This analysis allows us for the first time tocompare the differential ages of cosmic chronometers measured on the samesample with two completely different methods, the full-spectrum fit (this work)and the analysis of Lick indices, known to correlate with the age andmetallicity of the stellar populations \citep{Borghi2022a}. Albeit anunderstood offset in the absolute ages, the differential ages have proven to beextremely compatible between the two methods, despite the very different data,assumptions, and models considered, demonstrating the robustness of the method.",4
23,TDCOSMO. XI. New lensing galaxy redshift and velocity dispersion measurements from Keck spectroscopy of eight lensed quasar systems,"['P. Mozumdar', 'C. D. Fassnacht', 'T. Treu', 'C. Spiniello', 'A. J. Shajib']","13 pages, 6 figures, 3 tables; accepted in A&A",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); Instrumentation and Methods for Astrophysics (astro-ph.IM),"We have measured the redshifts and single-aperture velocity dispersions ofeight lens galaxies using the data collected by the Echellette Spectrograph andImager (ESI) and Low Resolution Imaging Spectrometer (LRIS) at W.M. Keckobservatory on different observing nights spread over three years (2018-2020).These results, combined with other ancillary data, such as high-resolutionimages of the lens systems, and time delays, are necessary to increase thesample size of the quasar-galaxy lens systems for which the Hubble constant canbe measured, using the time-delay strong lensing method, hence increasing theprecision of its inference. Typically, the 2D spectra of the quasar-galaxy lenssystems get spatially blended due to seeing by ground-based observations. As aresult, the extracted lensing galaxy (deflector) spectra become significantlycontaminated by quasar light, which affects the ability to extract meaningfulinformation about the deflector. To account for spatial blending and extractless contaminated and higher signal-to-noise ratio (S/N) 1D spectra of thedeflectors, a forward modeling method has been implemented. From the extractedspectra, we have measured redshifts using prominent absorption lines and singleaperture velocity dispersions using the penalized pixel fitting code pPXF. Inthis paper, we report the redshifts and single aperture velocity dispersions ofeight lens galaxies - J0147+4630, B0445+123, B0631+519, J0659+1629, J0818-2613,J0924+0219, J1433+6007, and J1817+2729. Among these systems, six do not havepreviously measured velocity dispersions; for the other two, our measurementsare consistent with previously reported values. Additionally, we have measuredthe previously unknown redshifts of the deflectors in J0818-2613 and J1817+2729to be $0.866 \pm 0.002$ and $0.408 \pm 0.002$, respectively.",5
24,High-redshift JWST Observations and Primordial Non-Gaussianity,"['M. Biagetti', 'G. Franciolini', 'A. Riotto']","10 pages, 4 figures. v2: matching published version",Cosmology and Nongalactic Astrophysics (astro-ph.CO); General Relativity and Quantum Cosmology (gr-qc),Several bright and massive galaxy candidates at high redshifts have beenrecently observed by the James Webb Space Telescope. Such early massivegalaxies seem difficult to reconcile with standard $\Lambda$ Cold Dark Mattermodel predictions. We discuss under which circumstances such observed massivegalaxy candidates can be explained by introducing primordial non-Gaussianity inthe initial conditions of the cosmological perturbations.,3
25,Inflationary and phase-transitional primordial magnetic fields in galaxy clusters,"['Salome Mtchedlidze', 'Paola Domínguez-Fernández', 'Xiaolong Du', 'Wolfram Schmidt', 'Axel Brandenburg', 'Jens Niemeyer', 'Tina Kahniashvili']","21 pages, 13 figures, comments welcome",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA),"Primordial magnetic fields (PMFs) are possible candidates for explaining theobserved magnetic fields in galaxy clusters. Two competing scenarios ofprimordial magnetogenesis have been discussed in the literature: inflationaryand phase-transitional. We study the amplification of both large- andsmall-scale correlated magnetic fields, corresponding to inflation- and phasetransition-generated PMFs, in a massive galaxy cluster. We employhigh-resolution magnetohydrodynamic cosmological zoom-in simulations to resolvethe turbulent motions in the intracluster medium. We find that the turbulentamplification is more efficient for the large-scale inflationary models, whilethe phase transition-generated seed fields show moderate growth. Thedifferences between the models are imprinted on the spectral characteristics ofthe field (such as the amplitude and the shape of the magnetic power spectrum)and therefore on the final correlation length. We find a one order of magnitudedifference between the final strengths of the inflation- and phasetransition-generated magnetic fields, and a factor of 1.5 difference betweentheir final coherence scales. Thus, the final configuration of the magneticfield retains information about the PMF generation scenarios. Our findings haveimplications for future extragalactic Faraday rotation surveys with thepossibility of distinguishing between different magnetogenesis scenarios.",7
26,Current data are consistent with flat spatial hypersurfaces in the $Λ$CDM cosmological model but favor more lensing than the model predicts,"['Javier de Cruz Perez', 'Chan-Gyung Park', 'Bharat Ratra']","83 pages, 39 figures. PRD accepted version, minor changes only",Cosmology and Nongalactic Astrophysics (astro-ph.CO); General Relativity and Quantum Cosmology (gr-qc),"We study the performance of three pairs of tilted $\Lambda$CDM cosmologicalmodels, two pairs allowing for non-flat spatial hypersurfaces with CMBtemperature and polarization power spectrum data (P18) from Planck, P18 lensing(lensing), and non-CMB data (non-CMB). For the six models, we measurecosmological parameters and study whether or not pairs of the data sets aremutually consistent in these models. Half of these models allow the lensingconsistency parameter $A_L$ to be an additional free parameter, while the otherthree have $A_L = 1$. The tilted spatially-flat models assume the usualprimordial spatial inhomogeneity power spectrum. The tilted non-flat modelsassume either the primordial power spectrum used in the Planck group analyses[Planck $P(q)$] or a recently computed power spectrum [new $P(q)$]. In thetilted non-flat models with $A_L=1$ we find differences between P18 data andnon-CMB data cosmological parameter constraints, which are large enough to ruleout the Planck $P(q)$ model at 3$\sigma$ but not the new $P(q)$ model. Whileboth P18 data and non-CMB data separately favor a closed geometry whenP18+non-CMB data are jointly analyzed the evidence in favor of non-flathypersurfaces subsides. Differences between P18 data and non-CMB datacosmological constraints subside when $A_L$ is allowed to vary. From the mostrestrictive P18+lensing+non-CMB data combination we get almostmodel-independent constraints and find that the $A_L>1$ option is preferredover the $\Omega_k<0$ one, with the $A_L$ parameter, for all models, beinglarger than unity by $\sim 2.5\sigma$. According to the deviance informationcriterion, in the P18+lensing+non-CMB analysis, the varying $A_L$ option is onthe verge of being strongly favored over the $A_L=1$ one, which could indicatea problem for the standard tilted flat $\Lambda$CDM model (Abridged abstract).",3
27,On Measuring the 21 cm Global Spectrum of the Cosmic Dawn with an Interferometer Array,"['Xin Zhang', 'Bin Yue', 'Yuan Shi', 'Fengquan Wu', 'Xuelei Chen']","18 pages, 23 figures, accepted for publication in ApJ",Cosmology and Nongalactic Astrophysics (astro-ph.CO),"We theoretically investigate the recovery of global spectrum (monopole) fromvisibilities (cross-correlation only) measured by the interferometer array andthe feasibility of extracting 21 cm signal of cosmic dawn. In our approach, theglobal spectrum is obtained by solving the monopole and higher-order componentssimultaneously from the visibilities measured with up to thousands ofbaselines. Using this algorithm, the monopole of both foreground and the 21 cmsignal can be correctly recovered in a broad range of conditions. We find thata 3D baseline distribution can have much better performance than a 2D (planar)baseline distribution, particularly when there is a lack of shorter baselines.We simulate for ground-based 2D and 3D array configurations, and a cross-shapedspace array located at the Sun-Earth L2 point that can form 3D baselinesthrough orbital precession. In all simulations we obtain good recovered globalspectrum, and successfully extract the 21 cm signal from it, with reasonablenumber of antennas and observation time.",5
28,Constraining the Milky Way's Pulsar Population with the Cosmic-Ray Positron Fraction,"['Olivia Meredith Bitter', 'Dan Hooper']","15 pages, 6 figures",High Energy Astrophysical Phenomena (astro-ph.HE); Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Physics - Phenomenology (hep-ph),"Observations of the TeV halos associated with nearby pulsars indicate thatthese objects inject significant fluxes of very high-energy electron-positronspairs into the interstellar medium (ISM), thereby likely providing the dominantcontribution to the cosmic-ray positron flux. In this paper, we use thecosmic-ray positron fraction as measured by the AMS-02 Collaboration toconstrain the characteristics of the local pulsar population. For reasonablemodel parameters, we find that we can obtain good agreement with the measuredpositron fraction up to energies of $E_e \sim 300 \, {\rm GeV}$. At higherenergies, the positron fraction is dominated by a small number of pulsars,making it difficult to reliably predict the shape of the expected positronfraction. The low-energy positron spectrum supports the conclusion that pulsarstypically transfer approximately $\eta \sim 5-20\%$ of their total spindownpower into the production of very high-energy electron-positron pairs,producing a spectrum of such particles with a hard spectral index, $\alpha \sim1.5-1.7$. Such pulsars typically spindown on a timescale on the order of $\tau\sim 10^4 \, {\rm years}$. Our best fits were obtained for models in which theradio and gamma-ray beams from pulsars are detectable to 28% and 62% ofsurrounding observers, respectively.",2
29,Search for low-mass dark matter WIMPs with 12 ton-day exposure of DarkSide-50,"['DarkSide-50 Collaboration', 'P. Agnes', 'I. F. M. Albuquerque', 'T. Alexander', 'A. K. Alton', 'M. Ave', 'H. O. Back', 'G. Batignani', 'K. Biery', 'V. Bocci', 'W. M. Bonivento', 'B. Bottino', 'S. Bussino', 'M. Cadeddu', 'M. Cadoni', 'F. Calaprice', 'A. Caminata', 'N. Canci', 'M. Caravati', 'M. Cariello', 'M. Carlini', 'M. Carpinelli', 'V. Cataudella', 'P. Cavalcante', 'S. Cavuoti', 'S. Chashin', 'A. Chepurnov', 'C. Cicalò', 'G. Covone', ""D. D'Angelo"", 'S. Davini', 'A. De Candia', 'S. De Cecco', 'G. De Filippis', 'G. De Rosa', 'A. V. Derbin', 'A. Devoto', ""M. D'Incecco"", 'C. Dionisi', 'F. Dordei', 'M. Downing', ""D. D'Urso"", 'G. Fiorillo', 'D. Franco', 'F. Gabriele', 'C. Galbiati', 'C. Ghiano', 'C. Giganti', 'G. K. Giovanetti', 'A. M. Goretti', 'G. Grilli di Cortona', 'A. Grobov', 'M. Gromov', 'M. Guan', 'M. Gulino', 'B. R. Hackett', 'K. Herner', 'T. Hessel', 'B. Hosseini', 'F. Hubaut', 'E. V. Hungerford', 'An. Ianni', 'V. Ippolito', 'K. Keeter', 'C. L. Kendziora', 'M. Kimura', 'I. Kochanek', 'D. Korablev', 'G. Korga', 'A. Kubankin', 'M. Kuss', 'M. La Commara', 'M. Lai', 'X. Li', 'M. Lissia', 'G. Longo', 'O. Lychagina', 'I. N. Machulin', 'L. P. Mapelli', 'S. M. Mari', 'J. Maricic', 'A. Messina', 'R. Milincic', 'J. Monroe', 'M. Morrocchi', 'X. Mougeot', 'V. N. Muratova', 'P. Musico', 'A. O. Nozdrina', 'A. Oleinik', 'F. Ortica', 'L. Pagani', 'M. Pallavicini', 'L. Pandola', 'E. Pantic', 'E. Paoloni', 'K. Pelczar', 'N. Pelliccia', 'S. Piacentini', 'S. Piacentini', 'E. Picciau', 'A. Pocar', 'D. M. Poehlmann', 'S. Pordes', 'S. S. Poudel', 'P. Pralavorio', 'D. D. Price', 'F. Ragusa', 'M. Razeti', 'A. Razeto', 'A. L. Renshaw', 'M. Rescigno', 'J. Rode', 'A. Romani', 'D. Sablone', 'O. Samoylov', 'W. Sands', 'S. Sanfilippo', 'E. Sanford', 'C. Savarese', 'B. Schlitzer', 'D. A. Semenov', 'A. Shchagin', 'A. Sheshukov', 'M. D. Skorokhvatov', 'O. Smirnov', 'A. Sotnikov', 'S. Stracka', 'Y. Suvorov', 'R. Tartaglia', 'G. Testera', 'A. Tonazzo', 'E. V. Unzhakov', 'A. Vishneva', 'R. B. Vogelaar', 'M. Wada', 'H. Wang', 'Y. Wang', 'S. Westerdale', 'M. M. Wojcik', 'X. Xiao', 'C. Yang', 'G. Zuzel', '\n    et al. (43 additional authors not shown)']","11 pages, 12 figures",High Energy Physics - Experiment (hep-ex); Cosmology and Nongalactic Astrophysics (astro-ph.CO),"We report on the search for dark matter WIMPs in the mass range below 10GeV/c$^2$, from the analysis of the entire dataset acquired with alow-radioactivity argon target by the DarkSide-50 experiment at LNGS. The newanalysis benefits from more accurate calibration of the detector response,improved background model, and better determination of systematicuncertainties, allowing us to accurately model the background rate and spectradown to 0.06 keV$_{er}$. A 90% C.L. exclusion limit for the spin-independentcross section of 3 GeV/c$^2$ mass WIMP on nucleons is set at6$\times$10$^{-43}$ cm$^2$, about a factor 10 better than the previousDarkSide-50 limit. This analysis extends the exclusion region forspin-independent dark matter interactions below the current experimentalconstraints in the $[1.2, 3.6]$ GeV/c$^2$ WIMP mass range.",144
