,title,authors,comment,subjects,abstract,nb_of_aut
10,Continuum reverberation mapping of MCG 08-11-011,"['C. Fian', 'D. Chelouche', 'S. Kaspi', 'C. Sobrino Figaredo', 'T. Lewis', 'S. Catalan']",arXiv admin note: text overlap with arXiv:2111.07385,Astrophysics of Galaxies (astro-ph.GA),"We report the results from a photometric reverberation mapping campaigncarried out with the C18 telescope at the Wise Observatory from 2019 to 2020,targeting the active galactic nucleus (AGN) MCG 08-11-011. The monitoring wasconducted on a daily basis with specially designed narrow-band filters,spanning from optical to near-infrared wavelengths ($\sim4000$ to $8000$Å)and avoiding prominent broad emission lines. We aim to measure inter-bandcontinuum time lags, determine the size-wavelength relation, and estimate thehost-subtracted AGN luminosity for this system. We used the point-spreadfunction photometry to extract the continuum light curves and measure theinter-band time lags using several methods, including the interpolatedcross-correlation function, the z-transformed discrete correlation function, avon Neumann estimator, JAVELIN (in spectroscopic and photometric mode), MICA,and a multivariate correlation function. We find wavelength-dependent lags,$\tau(\lambda)$, up to $\sim$7 days between the multiband light curves of MCG08-11-011. The observed lags are larger than predictions based on standardthin-disk theory by a factor of $\sim3-7$. We discern a significantly steeper($\tau \propto \lambda^{4.74}$) size-wavelength relation than the $\tau \propto\lambda^{4/3}$ expected for a geometrically thin and optically thick accretiondisk, which may result from the contribution of diffuse continuum emission tothe flux. These results are similar to those found by previous continuumreverberation mapping campaigns.",6
11,Inferring More from Less: Prospector as a Photometric Redshift Engine in the Era of JWST,"['Bingjie Wang', 'Joel Leja', 'Rachel Bezanson', 'Benjamin D. Johnson', 'Gourav Khullar', 'Ivo Labbe', 'Sedona H. Price', 'John R. Weaver', 'Katherine E. Whitaker']","Accepted for publication in ApJL. 13 pages, 6 figures, 2 tables. The code is made publicly available online as a part of Prospector; the version used in this work corresponds to the state of the Git repository at commit 820ad72",Astrophysics of Galaxies (astro-ph.GA); Instrumentation and Methods for Astrophysics (astro-ph.IM),"The advent of the James Webb Space Telescope (JWST) signals a new era inexploring galaxies in the high-$z$ universe. Current and upcoming JWST imagingwill potentially detect galaxies out to $z \sim 20$, creating a new urgency inthe quest to infer accurate photometric redshifts (photo-$z$) for individualgalaxies from their spectral energy distributions, as well as masses, ages andstar formation rates. Here we illustrate the utility of informed priorsencoding previous observations of galaxies across cosmic time in achievingthese goals. We construct three joint priors encoding empirical constraints ofredshifts, masses, and star formation histories in the galaxy population withinthe \prospector\ Bayesian inference framework. In contrast with uniform priors,our model breaks an age-mass-redshift degeneracy, and thus reduces the meanbias error in masses from 0.3 to 0.1 dex, and in ages from 0.6 to 0.2 dex intests done on mock JWST observations. Notably, our model recovers redshifts atleast as accurately as the state-of-the-art photo-$z$ code \eazy\ in deep JWSTfields, but with two advantages: tailoring a model based on a particular surveyrenders mostly unnecessary given well-motivated priors; obtaining jointposteriors describing stellar, active galactic nuclei, gas, and dustcontributions becomes possible. We can now confidently use the jointdistribution to propagate full non-Gaussian redshift uncertainties intoinferred properties of the galaxy population. This model,``\prospector-$\beta$'', is intended for fitting galaxy photometry where theredshift is unknown, and will be instrumental in ensuring the maximum sciencereturn from forthcoming photometric surveys with JWST. The code is madepublicly available online as a part of \prospector.",9
12,Observational evidence for cosmological coupling of black holes and its implications for an astrophysical source of dark energy,"['Duncan Farrah', 'Kevin S. Croker', 'Gregory Tarlé', 'Valerio Faraoni', 'Sara Petty', 'Jose Afonso', 'Nicolas Fernandez', 'Kurtis A. Nishimura', 'Chris Pearson', 'Lingyu Wang', 'Michael Zevin', 'David L Clements', 'Andreas Efstathiou', 'Evanthia Hatziminaoglou', 'Mark Lacy', 'Conor McPartland', 'Lura K Pitchford', 'Nobuyuki Sakai', 'Joel Weiner']","10 pages, 3 figures, published in ApJ Letters",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE); General Relativity and Quantum Cosmology (gr-qc),"Observations have found black holes spanning ten orders of magnitude in massacross most of cosmic history. The Kerr black hole solution is howeverprovisional as its behavior at infinity is incompatible with an expandinguniverse. Black hole models with realistic behavior at infinity predict thatthe gravitating mass of a black hole can increase with the expansion of theuniverse independently of accretion or mergers, in a manner that depends on theblack hole's interior solution. We test this prediction by considering thegrowth of supermassive black holes in elliptical galaxies over$0<z\lesssim2.5$. We find evidence for cosmologically coupled mass growth amongthese black holes, with zero cosmological coupling excluded at 99.98%confidence. The redshift dependence of the mass growth implies that, at$z\lesssim7$, black holes contribute an effectively constant cosmologicalenergy density to Friedmann's equations. The continuity equation then requiresthat black holes contribute cosmologically as vacuum energy. We further showthat black hole production from the cosmic star formation history gives thevalue of $\Omega_{\Lambda}$ measured by Planck while being consistent withconstraints from massive compact halo objects. We thus propose that stellarremnant black holes are the astrophysical origin of dark energy, explaining theonset of accelerating expansion at $z \sim 0.7$.",19
13,A red giant orbiting a black hole,"['Kareem El-Badry', 'Hans-Walter Rix', 'Yvette Cendes', 'Antonio C. Rodriguez', 'Charlie Conroy', 'Eliot Quataert', 'Keith Hawkins', 'Eleonora Zari', 'Melissa Hobson', 'Katelyn Breivik', 'Arne Rau', 'Edo Berger', 'Sahar Shahaf', 'Rhys Seeburger', 'Kevin B. Burdge', 'David W. Latham', 'Lars A. Buchhave', 'Allyson Bieryla', 'Dolev Bashi', 'Tsevi Mazeh', 'Simchon Faigler']","22 pages, 15 figures. Submitted to MNRAS",Solar and Stellar Astrophysics (astro-ph.SR); Astrophysics of Galaxies (astro-ph.GA),"We report spectroscopic and photometric follow-up of a dormant black hole(BH) candidate from Gaia DR3. We show that the system, which we call Gaia BH2,contains a $\sim 1M_{\odot}$ red giant and a dark companion with mass $M_2 =8.9\pm 0.3\,M_{\odot}$ that is very likely a BH. The orbital period, $P_{\rmorb} = 1277$ days, is much longer than that of any previously studied BHbinary. Our radial velocity (RV) follow-up over a 6-month period spans most ofthe orbit's dynamic range in RV and is in excellent agreement with predictionsof the Gaia solution. UV imaging and high-resolution optical spectra rule outall plausible luminous companions that could explain the orbit. The star is abright ($G=12.3$), slightly metal-poor ($\rm [Fe/H]=-0.22$) low-luminositygiant ($T_{\rm eff}=4600\,\rm K$; $R = 7.9\,R_{\odot}$; $\log\left[g/\left({\rmcm\,s^{-2}}\right)\right] = 2.6$). The binary's orbit is moderately eccentric($e=0.52$). The giant is strongly enhanced in $\alpha-$elements, with $\rm[\alpha/Fe] = +0.26$, but the system's Galactocentric orbit is typical of thethin disk. We obtained X-ray and radio nondetections of the source nearperiastron, which support BH accretion models in which the net accretion rateat the horizon is much lower than the Bondi-Hoyle-Lyttleton rate. At a distanceof 1.16 kpc, Gaia BH2 is the second-nearest known BH, after Gaia BH1. Its orbit-- like that of Gaia BH1 -- seems too wide to have formed through commonenvelope evolution. Gaia BH1 and BH2 have orbital periods at opposite edges ofthe Gaia DR3 sensitivity curve, perhaps hinting at a bimodal intrinsic perioddistribution for wide BH binaries. Dormant BH binaries like Gaia BH1 and GaiaBH2 likely significantly outnumber their close, X-ray bright cousins, but theirformation pathways remain uncertain.",21
14,The role of baryons in self-interacting dark matter mergers,"['Moritz S. Fischer', 'Nils-Henrik Durke', 'Katharina Hollingshausen', 'Claudius Hammer', 'Marcus Brüggen', 'Klaus Dolag']","14 pages, 10 figures + appendices, submitted to MNRAS",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"Mergers of galaxy clusters are promising probes of dark matter (DM) physics.For example, an offset between the DM component and the galaxy distribution canconstrain DM self-interactions. We investigate the role of the intraclustermedium (ICM) and its influence on DM-galaxy offsets in self-interacting darkmatter (SIDM) models. To this end, we employ Smoothed Particle Hydrodynamics +N-body simulations to study idealised setups of equal- and unequal-mass mergerswith head-on collisions. Our simulations show that the ICM hardly affects theoffsets arising shortly after the first pericentre passage compared to DM-only(DMO) simulations. But later on, e.g. at the first apocentre, the offsets canbe amplified by the presence of the ICM. Furthermore, we find thatcross-sections small enough not to be excluded by measurements of the coresizes of relaxed galaxy clusters have a chance to produce observable offsets.We found that different DM models affect the DM distribution and also thegalaxy and and ICM distribution, including its temperature. Potentially, theposition of the shock fronts, combined with the brightest cluster galaxies(BCGs), provides further clues to the properties of DM. Overall our resultsdemonstrate that mergers of galaxy clusters at stages about the first apocentrepassage could be more interesting in terms of DM physics than those shortlyafter the first pericentre passage. This may motivate further studies ofmergers at later evolutionary stages.",6
15,Observational Signatures of Carbon-Oxygen White Dwarf Merger Remnants,"['Philippe Z. Yao', 'Eliot Quataert', 'Andy Goulding']","12 pages, 8 figures, 2 tables, submitted to MNRAS",Solar and Stellar Astrophysics (astro-ph.SR); Astrophysics of Galaxies (astro-ph.GA),"Many double white dwarf (WD) mergers likely do not lead to a promptthermonuclear explosion. We investigate the prospects for observationallydetecting the surviving remnants of such mergers, focusing on the case ofmergers of Carbon-Oxygen WDs. For $\sim 10^4$ yr, the merger remnant isobservationally similar to an extreme AGB star evolving to become a massive WD.Identifying merger remnants is thus easiest in galaxies with high stellarmasses (high WD merger rate) and low star formation rates (low birth rate of$\sim 6-10 \,{\rm M_{\odot}}$ stars). Photometrically identifying mergerremnants is challenging even in these cases because the merger remnants appearsimilar to He stars and post-outburst classical novae. We propose that the mostpromising technique for discovering WD merger remnants is through their unusualsurrounding photoionized nebulae. We use CLOUDY photoionization calculations toinvestigate their unique spectral features. Merger remnants should produce weakhydrogen lines and strong carbon and oxygen recombination and fine-structurelines in the UV, optical and IR. With integral field spectrographs, we predictthat hundreds of candidates are detectable in M87 and other nearby massivegalaxies. Dust somewhat reduces the optical line emission for nebula radii$\lesssim 10^{17}$ cm, but the sources spend most of their time with largerradii when dust is less important. Our models roughly reproduce the WISE nebulasurrounding the Galactic WD merger candidate IRAS 00500+6713; we predictdetectable [Ne VI] and [Mg VII] lines with JWST but that the mid-IR WISEemission is dominated by dust not fine-structure lines.",3
16,Galaxy cluster rotation revealed in the MACSIS simulations with the kinetic Sunyaev-Zeldovich effect,"['Edoardo Altamura', 'Scott T. Kay', 'Jens Chluba', 'Imogen Towler']",Submitted to Monthly Notices of the Royal Astronomical Society. Comments and discussions are welcome. Data and codes can be found at this https URL,Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); Computational Physics (physics.comp-ph),"The kinetic Sunyaev-Zeldovich (kSZ) effect has now become a clear target forongoing and future studies of the cosmic microwave background (CMB) andcosmology. Aside from the bulk cluster motion, internal motions also lead to akSZ signal. In this work, we study the rotational kSZ effect caused by coherentlarge-scale motions of the cluster medium using cluster hydrodynamiccosmological simulations. To utilise the rotational kSZ as a cosmologicalprobe, simulations offer some of the most comprehensive data sets that caninform the modeling of this signal. In this work, we use the MACSIS data set tospecifically investigate the rotational kSZ effect in massive clusters. Basedon these models, we test stacking approaches and estimate the amplitude of thecombined signal with varying mass, dynamical state, redshift and map-alignmentgeometry. We find that the dark matter, galaxy and gas spins are generallymisaligned, an effect that can cause a sub-optimal estimation of the rotationalkSZ effect when based on galaxy catalogues. Furthermore, we providehalo-spin-mass scaling relations that can be used to build a statistical modelof the rotational kSZ. The rotational kSZ contribution, which is largest inmassive unrelaxed clusters ($\gtrsim$100 $\mu$K), could be relevant to studiesof higher-order CMB temperature signals, such as the moving lens effect. Thelimited mass range of the MACSIS sample strongly motivates an extendedinvestigation of the rotational kSZ effect in large-volume simulations torefine the modelling, particularly towards lower mass and higher redshift, andprovide forecasts for upcoming cosmological CMB experiments (e.g. SimonsObservatory, SKA-2) and X-ray observations (e.g. \textit{Athena}/X-IFU).",4
17,The variability and radial velocity of planetary nebulae central stars,"['A. Ali', 'A. Mindil']","9 pages, 1 figure, 3 tables",Solar and Stellar Astrophysics (astro-ph.SR); Astrophysics of Galaxies (astro-ph.GA),"The extremely accurate estimates of stellar variability and radial velocityin the Gaia Data Release 3 (Gaia DR3) have enabled us to examine the closebinarity and radial velocity (RV) of central stars (CSs) of planetary nebulae(PNe). This study is twofold: (1) searching for new close binary CSs candidatesto better understand how binarity affects the formation and evolution of PNe;and (2) extending the sample size of known RV of PNe in order to understandtheir kinematics and the dynamics of the Milky Way. As a target sample, we usedall true, possible, and likely PNe available in the literature. Then, we lookedfor their matched Gaia DR3 sources that provide measurements of variability andRV. As a result, we detected the first large collection of trustworthyphotometric variability of 26 symbiotic stars (SySts) and 82 CSs. In this CSgroup, there are 24 sources already classified as true close binary CSs in theliterature. Hence, we discovered 58 new close binary CS candidates. This closebinary (CB) sample represents more than half of what is currently available inthe literature. In addition, we identified the radial velocities for 51 PNe. Toour knowledge, 24 of these were measured for the first time. The RVmeasurements predicted by Gaia, based on the Doppler shift of the CS absorptionlines, and those derived from nebular emission lines, show satisfactoryagreement except for a few extremely high-velocity PNe.",2
18,Dark matter as a Weyl geometric effect,"['Piyabut Burikham', 'Tiberiu Harko', 'Kulapant Pimsamarn', 'Shahab Shahidi']","20 pages, 2 figures, accepted for publication in PRD",General Relativity and Quantum Cosmology (gr-qc); Astrophysics of Galaxies (astro-ph.GA); High Energy Physics - Theory (hep-th),"We investigate the possibility that the observed behavior of test particlesoutside galaxies, which is usually explained by assuming the existence of darkmatter, is the result of the dynamical evolution of particles in a Weyl typegeometry, and its associated conformally invariant Weyl geometric quadraticgravity. As a first step in our investigations we write down the simplestpossible conformally invariant gravitational action, constructed in Weylgeometry, and containing the Weyl scalar, and the strength of the Weyl vectoronly. By introducing an auxiliary scalar field, the theoretical model can bereformulated in the Riemann geometry as scalar-vector-tensor theory, containinga scalar field, and the Weyl vector, respectively. The field equations of thetheory are derived in the metric formalism, in the absence of matter. Aspecific static, spherically symmetric model, in which the Weyl vector has onlya radial component, is considered. In this case, an exact analytic solution ofthe gravitational field equations can be obtained. The behavior of the galacticrotation curves is also considered in detail, and it is shown that an effectivegeometric mass term, with an associated density profile, can also beintroduced. Three particular cases, corresponding to some specific functionalforms of the Weyl vector, are also investigated. A comparison of the model witha selected sample of galactic rotation curves is also performed when anexplicit breaking of conformal invariance is introduced, which allows the fixof the numerical values of the free parameters of the model. Our results showthat Weyl geometric models can be considered as a viable theoreticalalternative to the dark matter paradigm.",4
19,The effect of thermal non-equilibrium on kinetic nucleation,"['Sven Kiefer', 'David Gobrecht', 'Leen Decin', 'Christiane Helling']","13 pages, 4 figures",Earth and Planetary Astrophysics (astro-ph.EP); Astrophysics of Galaxies (astro-ph.GA); Solar and Stellar Astrophysics (astro-ph.SR),"Nucleation is considered to be the first step in dust and cloud formation inthe atmospheres of asymptotic giant branch (AGB) stars, exoplanets, and browndwarfs. In these environments dust and cloud particles grow to macroscopicsizes when gas phase species condense onto cloud condensation nuclei (CCNs).Understanding the formation processes of CCNs and dust in AGB stars isimportant because the species that formed in their outflows enrich theinterstellar medium. Although widely used, the validity of chemical and thermalequilibrium conditions is debatable in some of these highly dynamicalastrophysical environments. We aim to derive a kinetic nucleation model thatincludes the effects of thermal non-equilibrium by adopting differenttemperatures for nucleating species, and to quantify the impact of thermalnon-equilibrium on kinetic nucleation. Forward and backward rate coefficientsare derived as part of a collisional kinetic nucleation theory ansatz. Theendothermic backward rates are derived from the law of mass action in thermalnon-equilibrium. We consider elastic collisions as thermal equilibrium drivers.For homogeneous TiO2 nucleation and a gas temperature of 1250 K, we find thatdifferences in the kinetic cluster temperatures as small as 20 K increase theformation of larger TiO2 clusters by over an order of magnitude. An increase incluster temperature of around 20 K at gas temperatures of 1000 K can reduce theformation of a larger TiO2 cluster by over an order of magnitude. Our resultsconfirm and quantify the prediction of previous thermal non-equilibriumstudies. Small thermal non-equilibria can cause a significant change in thesynthesis of larger clusters. Therefore, it is important to use kineticnucleation models that include thermal non-equilibrium to describe theformation of clusters in environments where even small thermal non-equilibriacan be present.",4
20,The X-ray invisible Universe. A look into the halos undetected by eROSITA,"['P. Popesso', 'A. Biviano', 'E. Bulbul', 'A. Merloni', 'J. Comparat', 'N. Clerc', 'Z. Igo', 'A. Liu', 'S. Driver', 'M. Salvato', 'M. Brusa', 'Y. E. Bahar', 'N. Malavasi', 'V. Ghirardini', 'G. Ponti', 'A. Robotham', 'J. Liske', 'S. Grandis']","15 pages, 13 figures, Submitted to MNRAS",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"The paper presents the analysis of GAMA spectroscopic groups and clustersdetected and undetected in the SRG/eROSITA X-ray map of the eFEDS (eROSITAFinal Equatorial Depth Survey) area, in the halo mass range $10^{13}-5x10^{14}$$M_{\odot}$ and at $z < 0.2$. We compare the X-ray surface brightness profilesof the eROSITA detected groups with the mean stacked profile of the undetectedlow-mass halos. Overall, we find that the undetected groups exhibit lessconcentrated X-ray surface brightness, dark matter, and galaxy distributionswith respect to the X-ray detected halos. Consistently with the low massconcentration, the magnitude gap indicates that these are younger systems. Thelater assembly time is confirmed by the bluer average color of the BCG and ofthe galaxy population with respect to the detected systems. They reside with ahigher probability in filaments while X-ray detected low-mass halos favor thenodes of the Cosmic Web. Because of the suppressed X-ray central emission, theundetected systems tend to be X-ray under-luminous at fixed halo mass, and tolie below the $L_X-M_{halo}$ relation. Interestingly, the X-ray detectedsystems inhabiting the nodes scatter the less around the relation, while thosein filaments tend to lie below it. We do not observe any strong relationbetween the properties of detected and undetected systems with the AGNactivity. The fraction of optically selected AGN in the galaxy population isconsistent in the two samples. More interestingly, the probability that the BCGhosts a radio AGN is lower in the undetected groups. We, thus, argue that theobserved differences between X-ray detected and undetected groups areascribable to the Cosmic Web, and its role in the halo assembly bias. Ourresults suggest that the X-ray selection is biased to favor the mostconcentrated and old systems located in the nodes of the Cosmic Web.",18
21,An Effective Model for the Cosmic-Dawn 21-cm Signal,['Julian B. Muñoz'],"20+2 pages, 21+3 figures. Comments welcome. Code available at this https URL",Cosmology and Nongalactic Astrophysics (astro-ph.CO); Astrophysics of Galaxies (astro-ph.GA); High Energy Physics - Phenomenology (hep-ph),"The 21-cm signal holds the key to understanding the first structure formationduring cosmic dawn. Theoretical progress over the last decade has focused onsimulations of this signal, given the nonlinear and nonlocal relation betweeninitial conditions and observables (21-cm or reionization maps). Here, instead,we propose an effective and fully analytic model for the 21-cm signal duringcosmic dawn. We take advantage of the exponential-like behavior of the localstar-formation rate density (SFRD) against densities at early times toanalytically find its correlation functions including nonlinearities. The SFRDacts as the building block to obtain the statistics of radiative fields (X-rayand Lyman-$\alpha$ fluxes), and therefore the 21-cm signal. We implement thismodel as the public Python package Zeus21. This code can fully predict the21-cm global signal and power spectrum in $\sim 1$ s, with negligible memoryrequirements. When comparing against state-of-the-art semi-numericalsimulations from 21CMFAST we find agreement to 10\% precision in both the 21-cmglobal signal and power spectra, after accounting for a (previously missed)underestimation of adiabatic fluctuations in 21CMFAST. Zeus21 is modular,allowing the user to vary the astrophysical model for the first galaxies, andinterfaces with the cosmological code CLASS, which enables searches for beyondstandard-model cosmology in 21-cm data. This represents a step towards bringing21-cm to the era of precision cosmology.",1
22,Temporal and spectral study of the X-ray pulsar 2S 1553-542 during the 2021 outburst,"['Manoj Mandal', 'Sabyasachi Pal']","11 pages, 8 figures",Astrophysics of Galaxies (astro-ph.GA),"We study the timing and spectral properties of the X-ray pulsar 2S 1553--542using the NuSTAR, and NICER during the outburst in January--February 2021.During the outburst, the spin period of the neutron star was 9.2822 s based onNuSTAR data. The pulse profiles are studied using different NICER observations,which implies that the profile is more or less sinusoidal with a single peakand the beaming patterns are mostly dominated by the pencil beam. The NICERspectra of the source are studied for different days of the outburst and can bewell described by a model consisting of a blackbody emission and power lawalong with a photoelectric absorption component. The variation of spectralparameters with luminosity is studied over the outburst. The photon index showsanti-correlation with luminosity below the critical luminosity, which impliesthat the source was accreting in the sub-critical accretion regime during theNICER observations. We also report the anti-correlation between pulsed fraction(PF) and luminosity of the 2S 1553--542 using NICER observations. The evolutionof spin-up rate with luminosity is studied during the outburst, which impliesthat both are strongly correlated. The torque-luminosity model is applied toestimate the magnetic field at different spin-up rates. The magnetic field isestimated to be 2.56 $\times 10^{12}$ G from the torque-luminosity model usingthe source distance of 20 kpc. The magnetic field is also estimated using thecritical luminosity, which is also consistent with our findings.",2
23,Merging Black Holes in Dwarf Galaxies: Calculating Binary Black Hole Coalescence Timescales from Simulations for LISA Detection,"['Victoria I. De Cun', 'Jillian M. Bellovary', 'Michael L. Katz']","8 pages, 3 figures",Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"Supermassive black holes (SMBHs) merging in dwarf galaxies will be detectableby the Laser Interferometer Space Antenna (LISA) in the mid-2030s. Previouscosmological hydrodynamic simulations have shown the prediction of massiveblack holes merging in dwarf galaxies, but these simulations are limited bytheir resolution and cannot follow black hole pairs all the way to coalescence.We calculate the delay time between black hole pairing and merger based on theproperties of the black holes and their host galaxies, and use these propertiesto calculate gravitational wave strains for eleven different binary black holesthat merge inside dwarf galaxies from eight cosmological simulations. Thisdelay time calculation accounts for dynamical friction due to gas and stars,loss-cone scattering, and hardening of the binary due to gravitationalradiation. Out of the eleven black hole mergers in the simulations, five blackhole pairs will merge within 0.8 - 8 Gyr of forming a close pair and could beobserved by LISA, and the remaining six are unresolved due to resolutionlimitations of the simulation. As all five of the resolved close pairs mergewithin a Hubble time, we make the broad estimate that close SMBH pairs in dwarfgalaxies will merge and be detectable by LISA, but this estimate depends oneither the presence of gas during orbital decay or a solution to the dynamicalbuoyancy problem in cored potentials.",3
24,Relativistic Effects on Triple Black Holes II: The Influence of Spin in Burrau's Problem,"['Ariel Chitan', 'Aleksandr Mylläri', 'Mauri Valtonen']",,Astrophysics of Galaxies (astro-ph.GA),"We continue our study of triple systems of black holes in the context ofBurrau's problem by including the effect of spin. For a more general study wealso include a study of the phase space in Agekian-Anosova region. This wasdone via numerical integration of orbits with ARCcode which uses relativisticcorrections (post-Newtonian) up to the 2.5$^{th}$ order. For theAgekian-Anosova region we study black holes with mass unit 10$^{6}$ M$_{\odot}$and allow one of the black holes to be maximally rotating. The sameconfigurations were tested without the inclusion of spin and we found thatsimulations that varied greatly from the spin to no spin cases had much closerapproaches between one of the Schwarzschild black holes and the Kerr blackhole. In the context of Burrau's problem, Pythagorean triangles with differentlinear scales were selected where the largest black hole in these systems weregiven spin vectors in normalised units where maximum is close to unity, rangingfrom 0 to about 0.95. Mass unit was also varied between 10$^{0}$ M$_{\odot}$ -10$^{12}$ M$_{\odot}$. It was found that while there was no distinctive effecton the number of two-body encounters nor the fraction of mergers, the lifetimesof the systems may have been affected - particularly in the intermediary massranges (10$^{4}$ M$_{\odot}$-10$^{7}$ M$_{\odot}$) in comparison to the zerospin problem. Systems also ended up moving from the two-dimensional tothree-dimensional where we see increased motion in the z-axis with increasingspin magnitude for the large mass systems.",3
25,Early results from GLASS-JWST XV: properties of the faintest red sources in the NIRCAM deep fields,"['Karl Glazebrook', 'T. Nanayakkara', 'C. Jacobs', 'N. Leethochawalit', 'A. Calabrò', 'A. Bonchi', 'M. Castellano', 'A. Fontana', 'C. Mason', 'E. Merlin', 'T. Morishita', 'D. Paris', 'M. Trenti', 'T. Treu', 'P. Santini', 'X. Wang', 'K. Boyett', 'Marusa Bradac', 'G. Brammer', 'T. Jones', 'D. Marchesini', 'M. Nonino', 'B. Vulcani']","Accepted for publication in Astrophysical Journal Letters. 11 pages, 3 figures. Updated with post-flight JWST NIRCAM calibrations leading to significantly revised conclusions. V1 should be discounted",Astrophysics of Galaxies (astro-ph.GA),"We present a first look at the reddest 2-5$\mu\rm m$ sources found in deepimages from the GLASS Early Release Science program. We undertake a generalsearch, i.e. not looking for any particular spectral signatures, for sourcesdetected only in bands redder than reachable with the Hubble Space Telescope,and which would likely not have been identified in pre-JWST surveys. We searchfor sources down to AB $\sim 27$ (corresponding to $>10\sigma$ detectionthreshold) in any of the F200W to F444W filters,with a $>1$ magnitude excessrelative to F090W to F150W bands. Fainter than F444W$>25$ we find 56 suchsources of which 37 have reasonably constrained spectral energy distributionsto which we can fit photometric redshifts. We find the majority of thispopulation ($\sim$ 65%) as $2<z<6$ star forming low-attenuation galaxies thatare faint at rest-frame ultraviolet-optical wavelengths, have stellar masses$10^{8.5}$-$10^{9.5} $M$_\odot$, and have observed fluxes at $>$2$\mu \rm m$boosted by a combination of the Balmer break and emission lines. The typicalimplied rest equivalent widths are $\sim200\unicode{0x212B}$ with some extremeobjects up to $\sim 1000\unicode{0x212B}$. This is in contrast with brightermagnitudes where the red sources tend to be $z<3$ quiescent galaxies and dustystar forming objects. Our general selection criteria for red sources allow usto independently identify other phenomena as diverse as extremely low mass($\sim 10^8$ M$_\odot$) quiescent galaxies at $z<1$, recover recentlyidentified $z>11$ galaxies and a very cool brown dwarf.",23
26,The need for multicomponent dust attenuation in modeling nebular emission: Constraints from SDSS-IV MaNGA,"['Xihan Ji', 'Renbin Yan', 'Kevin Bundy', 'Médéric Boquien', 'Adam Schaefer', 'Francesco Belfiore', 'Matthew A. Bershady', 'Niv Drory', 'Cheng Li', 'Kyle B. Westfall', 'Zesen Lin', 'Dmitry Bizyaev', 'David R. Law', 'Rogério Riffel', 'Rogemar A. Riffel']","28 pages, 17 figures, published in A&A",Astrophysics of Galaxies (astro-ph.GA),"A fundamental assumption adopted in nearly every extragalactic emission-linestudy is that the attenuation of different emission lines can be described by asingle attenuation curve. Here we show this assumption fails in many cases withimportant implications for derived results. We developed a new method tomeasure the differential nebular attenuation among three kinds of transitions:the Balmer lines of hydrogen, high-ionization transitions, and low-ionizationtransitions. This method bins the observed data in a multidimensional spacespanned by attenuation-insensitive line ratios. Within each small bin, thevariations in line ratios are mainly driven by the variations in the nebularattenuation. This allows us to measure the nebular attenuation using bothforbidden lines and Balmer lines. We applied this method to a sample of 2.4million star-forming spaxels from SDSS-IV MaNGA. We found that the attenuationof high ionization lines and Balmer lines can be well described by a singleFitzpatrick (1999) extinction curve with $R_V=3.1$. However, no singleattenuation curve can simultaneously account for all three transitions. Thisstrongly suggests that different lines have different effective attenuations,likely because spectroscopy at kiloparsec resolutions mixes multiple regionswith different intrinsic line ratios and different levels of attenuation. As aresult, the assumption that different lines follow the same attenuation curvebreaks down. Using a single attenuation curve determined by Balmer lines tocorrect attenuation-sensitive forbidden line ratios could bias the nebularparameters derived by 0.06--0.25 dex at $A_V = 1$, depending on the details ofthe dust attenuation model. Observations of a statistically large sample of HII regions with high spatial resolutions and large spectral coverage are vitalfor improved modeling and deriving accurate corrections for this effect.",15
27,Three New Spiral Galaxies with Active Nuclei Producing Double Radio Lobes,"['Xuyang Gao', 'Zhongsheng Yuan', 'Jinlin Han', 'Zhonglue Wen', 'Susu Shan']","typos corrected, accepted for publication in RAA",Astrophysics of Galaxies (astro-ph.GA),"Double radio lobes are generally believed to be produced by active nuclei ofelliptical galaxies. However, several double-lobed radio sources have beensolidly found to be associated with spiral galaxies. By cross-matching$\sim9\times10^5$ spiral galaxies selected from the Sloan Digital Sky SurveyDR8 data with the full 1.4-GHz radio source catalogs of NRAO VLA Sky Survey andFaint Images of Radio Sky at Twenty-centimeters, we identify three new spiralgalaxies: J0326$-$0623, J1110+0321 and J1134+3046 that produce double radiolobes, and five double-lobed spirals previously known. By combining the newlydiscovered and all the other known cases in literature, we confirm the relationthat more massive spirals could produce more powerful large-scale radio jets.We find that most of these spiral galaxies are located in a galaxy group or apoor cluster, in which the environment is denser than in the field, and abouthalf of them are the central brightest galaxies in their parent system. Wetherefore suggest that the environment is one of the key factors for a spiralto produce double radio lobes.",5
